Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
23180,Arthur and the Invisibles,Adventure,E10,PC,Atari,Etranges Libellules,,,,,,,,,2007.0
23181,Arthur and the Invisibles,Adventure,E10,PS2,Atari,Etranges Libellules,,,,,,,,,2007.0
23182,Arthur and the Revenge of Maltazard,Misc,,PC,Ubisoft,Avalanche Productions,,,,,,,,,2010.0
23183,Arthur and the Revenge of Maltazard,Misc,,Wii,Ubisoft,Avalanche Productions,,,,,,,,,2010.0
23184,Arthur and the Revenge of Maltazard,Misc,,DS,Ubisoft,Avalanche Productions,,,,,,,,,2010.0
23185,Arthur to Astaroth no Nazo Makaimura: Incredible Toons,Puzzle,,PS,Capcom,Capcom,,,,,,,,,1996.0
23186,Arthur to Astaroth no Nazo Makaimura: Incredible Toons,Puzzle,,SAT,Capcom,Capcom,,,,,,,,,1996.0
23187,Arthur's Absolutely Fun Day!,Misc,E,GB,The Learning Company,Ed Magnin and Associates,,,,,,,,,2000.0
23188,Arthur: The Quest for Excalibur,Adventure,,PC,Infocom,"Infocom, Inc.",,,,,,,,,1989.0
23189,Artillery Duel,Strategy,,2600,Xonox,Xonox,,,,,,,,,1983.0
23190,Artillery: Knights vs. Orcs,Strategy,,DSiW,Unknown,KRITZELKRATZ 3000,,,,,,,,,2011.0
23191,Artist ni Narou! Kigaru ni Sketch,Misc,,DSiW,Ertain,Ertain,,,,,,,,,2010.0
23192,Artist ni Narou! Minna no Nurie Inu-Hen,Misc,,DSiW,Ertain,Ertain,,,,,,,,,2009.0
23193,Artist ni Narou! Minna no Nurie Joukyuu-Hen,Misc,,DSiW,Ertain,Ertain,,,,,,,,,2010.0
23194,Artist ni Narou! Minna no Nurie Musha-Hen,Misc,,DSiW,Ertain,Ertain,,,,,,,,,2010.0
23195,Artist ni Narou! Minna no Nurie Neko-Hen,Misc,,DSiW,Ertain,Ertain,,,,,,,,,2010.0
23196,Artist ni Narou! Minna no Nurie Shokyuu-Hen,Misc,,DSiW,Ertain,Ertain,,,,,,,,,2009.0
23197,Artoon,Platform,,XBL,Microsoft,Oscar K,,,,,,,,,2008.0
23198,Arubarea no Otome,Strategy,,PCFX,NEC,Gimmick House,,,,,,,,,1997.0
23199,Arubarea no Otome: Uruwashi no Seishikitachi,Role-Playing,,PS,NCS,NCS,,,,,,,,,1998.0
23200,Arubarea no Otome: Uruwashi no Seishikitachi,Role-Playing,,PSN,Sony Computer Entertainment,NCS,,,,,,,,,2009.0
23201,Arumana no Kiseki (FDS),Platform,,NES,Konami,Konami,,,,,,,,,1987.0
23202,Arvoch Confilct,Simulation,,PC,Unknown,StarWraith 3D Games,,,,,,,,,2006.0
23203,Asa no Konai Yoru ni Dakarete: Eternal Night,Adventure,,PC,Unknown,DreamSoft,,,,,,,,,2002.0
23204,Ascend: Hand of Kul,Role-Playing,M,X360,Signal Studios,Signal Studios,,,,,,,,,2013.0
23205,Ascend: Hand of Kul,Misc,,PC,Signal Studios,Unknown,,,,,,,,,2014.0
23206,Ascendancy,Strategy,,PC,Broderbund,"Logic Factory, Inc., The",,,,,,,,,1995.0
23207,Ascendant,Misc,,Linux,Unknown,Unknown,,,,,,,,,2014.0
23208,Ascendant,Misc,,OSX,Unknown,Unknown,,,,,,,,,2014.0
23209,Ascendant,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
23210,Ascension to the Throne,Misc,,PC,1C Company,Unknown,,,,,,,,,2007.0
23211,Ascent: The Space Game,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
23212,Asda 2,Role-Playing,,PC,Unknown,MaxOn Soft,,,,,,,,,1970.0
23213,Asda Story,Role-Playing,,PC,Unknown,MaxOn Soft,,,,,,,,,2008.0
23214,Ashen,Shooter,T,NGage,Nokia,Torus Games,5.9,,,,,,,,2004.0
23215,Asheron's Call,Role-Playing,,PC,Microsoft,Turbine Inc.,,,,,,,,,1999.0
23216,Asheron's Call 2: Fallen Kings,Role-Playing,M,PC,Microsoft Game Studios,Turbine Inc.,,,,,,,,,2002.0
23217,Asheron's Call 2: Legions,Role-Playing,,PC,Turbine Inc.,Turbine Inc.,,,,,,,,,2005.0
23218,Asheron's Call Dark Majesty,Role-Playing,,PC,Microsoft,Turbine Inc.,,,,,,,,,2001.0
23219,Asheron's Call: Throne of Destiny,Role-Playing,,PC,Turbine Inc.,Turbine Inc.,,,,,,,,,2005.0
23220,"Ashita Hakitto, Haremasuyou ni: She Said so, and Prayed to Cloudy Skies",Adventure,,PC,Hug,Hug,,,,,,,,,2009.0
23221,Ashita no Joe,Fighting,,SNES,Konami,K Amusement Leasing,,,,,,,,,1992.0
23222,Ashita no Joe Touchi: Typing Namida Hashi,Fighting,,PS2,Sunsoft,SunSoft,,,,,,,,,2001.0
23223,Ashita no Joe: Masseki ni Moe Agare!,Fighting,,GBA,Konami,Konami,,,,,,,,,2003.0
23224,Ashita no Joe: Masshiro ni Moe Tsukiro!,Fighting,,PS2,Konami,Konami,,,,,,,,,2003.0
23225,Asoberu Ehon: Mind Ten,Misc,,DSiW,Nintendo,Nintendo,,,,,,,,,2009.0
23226,Asoberu Eigo: Word Magic DS,Misc,,DS,Shingakusha,Shingakusha,,,,,,,,,2008.0
23227,Asobi ni Iku yo! Chikyuu Pinchi no Konyaku Sengen,Adventure,,PS2,Idea Factory,Idea Factory,,,,,,,,,2006.0
23228,Ason de Chinou Up,Misc,,PS,Gakken,Unknown,,,,,,,,,2003.0
23229,Asonde Aiueo,Misc,,PS,Gakushuu Kenkyuusha,Gakushuu Kenkyuusha,,,,,,,,,2003.0
23230,Asonde Igo ga Sara ni Tsuyoku naru!! Ginsei Igo DS Chuukyuuhen,Misc,,DS,Electronic Arts,SilverStar Japan,,,,,,,,,2009.0
23231,Asonde Igo ga Tsuyoku naru!! Ginsei Igo DS,Misc,,DS,Electronic Arts,SilverStar Japan,,,,,,,,,2007.0
23232,Asonde Kazu Suuji,Misc,,PS,Gakushuu Kenkyuusha,Gakushuu Kenkyuusha,,,,,,,,,2003.0
23233,Asonde Shogi ga Tsuyoku Naru! Ginsei Shogi DS,Puzzle,,DS,Electronic Arts,SilverStar Japan,,,,,,,,,2007.0
23234,Asphalt 4: Elite Racing,Racing,E10,DSiW,Gameloft,Gameloft,,,,,,,,,2009.0
23235,Asphalt 7: Heat,Misc,,And,Gameloft,Unknown,,,,,,,,,2012.0
23236,Asphalt 7: Heat,Misc,,WinP,Gameloft,Unknown,,,,,,,,,2013.0
23237,Asphalt 8: Airborne,Misc,,And,Gameloft,Unknown,,,,,,,,,2013.0
23238,Asphalt Jungle 2,Puzzle,,XBL,Microsoft,Hoelkosoft,,,,,,,,,2011.0
23239,Asphalt: Urban GT,Racing,E,NGage,Nokia,Gameloft,7.5,,,,,,,,2004.0
23240,Asphalt: Urban GT 2,Racing,E10,NGage,Nokia,Gameloft,,,,,,,,,2005.0
23241,Asphalt: Urban GT 2,Racing,,PSN,Ubisoft,Virtuos,,,,,,,,,2010.0
23242,Assassin's Creed,Adventure,M,XBL,Ubisoft,Ubisoft Montreal,8.2,,,,,,,,2009.0
23243,Assassin's Creed,Action,M,PSN,Ubisoft,Ubisoft Montreal,8.4,,,,,,,,2011.0
23244,Assassin's Creed Chronicles: China,Action-Adventure,,XOne,Ubisoft,Climax Studios,,,,,,,,,2015.0
23245,Assassin's Creed Chronicles: India,Action,,PS4,Ubisoft,Unknown,,,,,,,,,2016.0
23246,Assassin's Creed Chronicles: India,Action,,XOne,Ubisoft,Unknown,,,,,,,,,2016.0
23247,Assassin's Creed Chronicles: India,Action,,PC,Ubisoft,Unknown,,,,,,,,,2016.0
23248,Assassin's Creed Chronicles: Russia,Action,,XOne,Ubisoft,Unknown,,,,,,,,,2016.0
23249,Assassin's Creed Chronicles: Russia,Action,,PS4,Ubisoft,Unknown,,,,,,,,,2016.0
23250,Assassin's Creed Chronicles: Russia,Action,,PC,Ubisoft,Unknown,,,,,,,,,2016.0
23251,Assassin's Creed Double Pack,Misc,,PS3,Ubisoft,Unknown,,,,,,,,,2012.0
23252,Assassin's Creed Double Pack,Misc,,X360,Ubisoft,Unknown,,,,,,,,,2012.0
23253,Assassin's Creed Freedom Cry,Misc,,PC,Ubisoft,Unknown,,,,,,,,,2014.0
23254,Assassin's Creed Freedom Cry,Misc,,PS3,Ubisoft,Unknown,,,,,,,,,2014.0
23255,Assassin's Creed Freedom Cry,Misc,,PS4,Ubisoft,Unknown,,,,,,,,,2014.0
23256,Assassin's Creed II,Action,M,XBL,Ubisoft,Ubisoft Montreal,9.2,,,,,,,,2010.0
23257,Assassin's Creed II: Battle of Forli,Action,M,XBL,Ubisoft,Ubisoft Montreal,6.2,,,,,,,,2010.0
23258,Assassin's Creed II: Battle of Forli,Action,M,PSN,Ubisoft,Ubisoft Montreal,7.4,,,,,,,,2010.0
23259,Assassin's Creed II: Bonfire of the Vanities,Action,M,XBL,Ubisoft,Ubisoft Montreal,6.7,,,,,,,,2010.0
23260,Assassin's Creed II: Bonfire of the Vanities,Action,M,PSN,Ubisoft,Ubisoft Montreal,7.4,,,,,,,,2010.0
23261,Assassin's Creed II: Deluxe Edition,Action,M,PSN,Ubisoft,Ubisoft Montreal,,,,,,,,,2011.0
23262,Assassin's Creed Liberation HD,Action-Adventure,,PC,Ubisoft,Ubisoft Sofia,,,,,,,,,2014.0
23263,Assassin's Creed Liberation HD,Action-Adventure,,X360,Ubisoft,Ubisoft Sofia,,,,,,,,,2014.0
23264,Assassin's Creed Liberation HD,Action-Adventure,,PS3,Ubisoft,Ubisoft Sofia,,,,,,,,,2014.0
23265,Assassin's Creed: Bloodlines,Action,M,PSN,Ubisoft,Griptonite Games,6.3,,,,,,,,2009.0
23266,Assassin's Creed: Brotherhood,Action,M,PSN,Ubisoft,Ubisoft Montreal,8.9,,,,,,,,2011.0
23267,Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Action,M,XBL,Ubisoft,Ubisoft Montreal,,,,,,,,,2011.0
23268,Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Action,M,PSN,Ubisoft,Ubisoft Montreal,,,,,,,,,2011.0
23269,Assassin's Creed: Lost Legacy,Action,,3DS,Unknown,Ubisoft,,,,,,,,,2011.0
23270,Assassin's Creed: Pirates,Misc,,And,Ubisoft,Unknown,,,,,,,,,2013.0
23271,Assassin's Creed: Revelations - Ancestors Character Pack,Action,M,PSN,Ubisoft,Ubisoft Montreal,,,,,,,,,2011.0
23272,Assassin's Creed: Revelations - Ancestors Character Pack,Action,M,XBL,Ubisoft,Ubisoft Montreal,,,,,,,,,2011.0
23273,Assault Android Cactus,Misc,,WiiU,Witch Beam Games,Unknown,,,,,,,,,2014.0
23274,Assault Android Cactus,Misc,,PC,Witch Beam Games,Unknown,,,,,,,,,2013.0
23275,Assault Android Cactus,Misc,,OSX,Unknown,Unknown,,,,,,,,,2013.0
23276,Assault Android Cactus,Misc,,Linux,Unknown,Unknown,,,,,,,,,2013.0
23277,Assault Armoroid Angelio,Adventure,,PC,Outgrow,Outgrow,,,,,,,,,2002.0
23278,Assault City,Shooter,,MS,Sega,Sanritsu,,,,,,,,,1990.0
23279,Assault Heroes,Shooter,T,XBL,Sierra Online,Wanako Studios,7.9,,,,,,,,2006.0
23280,Assault Heroes,Action,T,PC,Vivendi Games,Wanako Studios,,,,,,,,,2007.0
23281,Assault Heroes,Shooter,T,PSN,Konami,Konami,8.6,,,,,,,,2010.0
23282,Assault Heroes 2,Shooter,T,XBL,Sierra Online,Wanako Studios,7.8,,,,,,,,2008.0
23283,Assault Righs,Action,,PS,Psygnosis,Psygnosis,,,,,,,,,1996.0
23284,Assault Rigs,Action,E,PC,Unknown,Unknown,,,,,,,,,1996.0
23285,Assault Rigs,Simulation,,SAT,Soft Bank,Psygnosis,,,,,,,,,1997.0
23286,Assault Suit Leynos 2,Shooter,,SAT,NCS,NCS,,,,,,,,,1997.0
23287,Assault Suits Valken 2,Strategy,,PS,NCS,TamTam,,,,,,,,,1999.0
23288,Assault Wing: Galactic Battlefront,Action,,PC,Unknown,Studfarm Studios,,,,,,,,,1999.0
23289,AssaultCube,Shooter,,PC,Unknown,Rabid Viper Productions,,,,,,,,,2010.0
23290,Assembly Line,Puzzle,,XBL,Microsoft,LoneWolf Studios,,,,,,,,,2011.0
23291,Astal,Platform,E,SAT,Sega,Sega,,,,,,,,,1995.0
23292,Astebreed,Action,,PC,Edelweiss,Edelweiss,,,,,,,,,2014.0
23293,Asteria,Platform,,PC,Legend Entertainment,Legend Entertainment,,,,,,,,,2014.0
23294,Asterix,Platform,,SNES,Infogrames,Bit Managers,,,,,,,,,1996.0
23295,Asterix,Action,,PS,Infogrames,Sourcery,,,,,,,,,1999.0
23296,Asterix,Action,,NES,Infogrames,Bit Managers,,,,,,,,,1993.0
23297,Asterix,Platform,,MS,Sega,Sega,,,,,,,,,1991.0
23298,Asterix,Platform,,GB,Infogrames,Bit Managers,,,,,,,,,1993.0
23299,Asterix & Obelix,Platform,,SNES,Infogrames,Infogrames,,,,,,,,,1995.0
23300,Asterix & Obelix: Bash Them All!,Action,,GBA,Infogrames,Bit Managers,,,,,,,,,2002.0
23301,Asterix & Obelix,Platform,,GB,Infogrames,Infogrames,,,,,,,,,1995.0
23302,Asterix & Obelix (GBC),Adventure,,GB,Infogrames,Infrogrames,,,,,,,,,2001.0
23303,Asterix & Obelix Take on Caesar,Action,,PS,Cryo Interactive,Cryo Interactive,,,,,,,,,2000.0
23304,Asterix & Obelix XXL,Action,,GC,Atari,Etranges Libellules,,,,,,,,,2004.0
23305,Asterix & Obelix XXL,Action,,GBA,Atari,Velez & Dubail,,,,,,,,,2004.0
23306,Asterix & Obelix XXL,Action,,PC,Atari,Etranges Libellules,,,,,,,,,2004.0
23307,Asterix & Obelix XXL 2: Mission: Wifix,Platform,,DS,Atari,Mistic Software,,,,,,,,,2006.0
23308,Asterix & Obelix XXL 2: Mission: Wifix,Platform,,PSP,Atari,Etranges Libellules,,,,,,,,,2006.0
23309,Asterix & Obelix XXL2: Mission: Las Vegum,Action,,PC,Atari,Etranges Libellules,,,,,,,,,2005.0
23310,Asterix & Obelix XXL2: Mission: Las Vegum,Action,,PS2,Atari,Etranges Libellules,,,,,,,,,2006.0
23311,Asterix and the Great Rescue,Platform,,GEN,Sega,Core Design Ltd.,,,,,,,,,1994.0
23312,Asterix and the Great Rescue,Platform,,GG,Sega,Core Design Ltd.,,,,,,,,,1995.0
23313,Asterix and the Great Rescue,Platform,,MS,Sega,Core Design Ltd.,,,,,,,,,1993.0
23314,Asterix and the Power of the Gods,Platform,,GEN,Sega,Core Design Ltd.,,,,,,,,,1995.0
23315,Asterix and the Secret Mission,Platform,,GG,Sega,Sega,,,,,,,,,1993.0
23316,Asterix and the Secret Mission,Platform,,MS,Sega,Sega,,,,,,,,,1993.0
23317,Asterix at the Olympic Games,Sports,,DS,Atari,Etranges Libellules,,,,,,,,,2008.0
23318,Asterix at the Olympic Games,Sports,,X360,Atari,Etranges Libellules,,,,,,,,,2008.0
23319,Asterix at the Olympic Games,Sports,,PS2,Atari,Etranges Libellules,,,,,,,,,2008.0
23320,Asterix at the Olympic Games,Sports,,PC,Atari,Etranges Libellules,,,,,,,,,2008.0
23321,Asterix Brain Trainer,Misc,,DS,Atari,Little Worlds Studio,,,,,,,,,2008.0
23322,Asterix: Caesar's Challenge,Adventure,,PC,Infogrames,Philips Media France,,,,,,,,,1995.0
23323,Asterix: Mega Madness,Misc,,PS,Infogrames,UDS,,,,,,,,,2001.0
23324,Asterix: Search for Dogmatix,Platform,,GB,Infogrames,Rebellion Developments,,,,,,,,,2000.0
23325,Asterix: The Gallic War,Strategy,,PC,Infogrames,Infogrames,,,,,,,,,2000.0
23326,Astero Defender,Shooter,,XBL,Microsoft,DeadwoodStudios,,,,,,,,,2009.0
23327,Asteroids,Shooter,,7800,Atari,Atari,,,,,,,,,1987.0
23328,Asteroids,Shooter,,5200,Unknown,Atari,,,,,,,,,1987.0
23329,Asteroids,Shooter,,GB,Accolade,The Code Monkeys,,,,,,,,,1992.0
23330,Asteroids,Shooter,E,PC,Activision,Syrox Developments,,,,,,,,,1998.0
23331,Asteroids & Asteroids Deluxe,Shooter,E,XBL,Atari,Stainless Games,,,,,,,,,2007.0
23332,Asteroids & Super Breakout,Misc,E,PC,SelectSoft,Digital Eclipse,,,,,,,,,2003.0
23333,Asteroids (GBC),Shooter,E,GB,Activision,Syrox Developments,,,,,,,,,1999.0
23334,Astonishia Story,Role-Playing,,PC,Unknown,Sonnori,,,,,,,,,1994.0
23335,Astonishia Story,Role-Playing,,PSN,Ubisoft,Sonnori,4.8,,,,,,,,2010.0
23336,Astonishia Story: Forgotten Saga,Role-Playing,,PC,Unknown,Phantagram,,,,,,,,,1997.0
23337,Astra Superstars,Fighting,,SAT,Sunsoft,SunSoft,,,,,,,,,1998.0
23338,Astro Boy: The Video Game,Action,E10,PSN,D3 Publisher,iMAGi Studios,7.0,,,,,,,,2009.0
23339,Astro Bugz Revenge,Puzzle,E,PC,Unknown,Sudden Games LLC,,,,,,,,,2009.0
23340,Astro Bugz Revenge,Puzzle,E,WW,Sudden Games,Sudden Games LLC,,,,,,,,,2010.0
23341,Astro Chase,Action,,5200,Parker Bros.,First Star Software,,,,,,,,,1983.0
23342,Astro Drop,Action,,And,Gentleman Squid Studio,Gentleman Squid Studio,,,,,,,,,2012.0
23343,Astro Fang: Super Machine,Racing,,NES,Unknown,A-Wave,,,,,,,,,1990.0
23344,Astro Fire,Action,,PC,Unknown,ORT Software,,,,,,,,,1994.0
23345,"Astro Junk: It's Space, Garbage and Rapid Fire Fun!",Action,,PC,"GamesCafe, Inc.","Unicorn Labs, LLC.",,,,,,,,,2006.0
23346,"Astro Junk: It's Space, Garbage and Rapid Fire Fun",Misc,,And,Square Enix,Unknown,,,,,,,,,2013.0
23347,Astro Lords: Oort Cloud,Strategy,,PC,Unknown,Unknown,,,,,,,,,2014.0
23348,Astro Match3,Puzzle,,XBL,Microsoft,PinoEire,,10.0,,,,,,,2009.0
23349,Astro Plumber,Action,,PC,Unknown,Blue Ribbon Software Ltd.,,,,,,,,,2009.0
23350,Astro Robo Sasa,Shooter,,NES,ASCII Entertainment,MTL,,,,,,,,,1985.0
23351,Astro Taxi,Racing,,XBL,Microsoft,FifaKane,,,,,,,,,2009.0
23352,Astro Tripper,Shooter,E,PSN,PomPom,PomPom Games,7.3,,,,,,,,2009.0
23353,Astro Tripper,Misc,,PC,PomPom Games,Unknown,,,,,,,,,2011.0
23354,Astro Warrior,Shooter,,MS,Sega,Sega,,,,,,,,,1986.0
23355,Astro Warrior / Pit Pot,Misc,,MS,Sega,Sega,,,,,,,,,1986.0
23356,Astro!,Misc,,3DS,Enjoy Gaming ltd.,Unknown,,,,,,,,,2013.0
23357,Astrochase,Action,,2600,Unknown,Parker Bros.,,,,,,,,,2013.0
23358,Astrology,Misc,,DS,Black Bean Games,Black Bean Games,,,,,,,,,2009.0
23359,Astronoka,Strategy,,PS,Enix,Enix Corporation,,,,,,,,,1998.0
23360,AstroPop,Puzzle,E,XBL,Oberon Media,PopCap Games,7.4,,,,,,,,2006.0
23361,AstroPop Deluxe,Puzzle,E,PC,PopCap Games,Oberon Media,,,,,,,,,2006.0
23362,Astroslugs,Puzzle,E,PC,Mumbo Jumbo,Bit Barons,,,,,,,,,2011.0
23363,Astyanax,Action,,NES,Jaleco,Jaleco Entertainment,,,,,,,,,1990.0
23364,Asuka 120% Excellent: Burning Fest. Excellent,Fighting,,PS,Sony Computer Entertainment,Family Soft,,,,,,,,,1997.0
23365,Asuka 120% Excellent: Burning Fest. Excellent,Fighting,,PSN,Sony Computer Entertainment,Family Soft,,,,,,,,,2011.0
23366,Asuka 120% Final: Burning Fest. Final,Fighting,,PS,Family Soft,Family Soft,,,,,,,,,1999.0
23367,Asuka 120% Final: Burning Fest. Final,Fighting,,PSN,Family Soft,Family Soft,,,,,,,,,2011.0
23368,Asuka 120% Limited: Burning Fest. Limited,Fighting,,PS,ASK,Fill-In Cafe,,,,,,,,,1997.0
23369,Asuka 120% Maxima: Burning Fest. Maxima,Fighting,,PCE,NEC Interchannel,Fill-In Cafe,,,,,,,,,1995.0
23370,Asuka 120% Return: Burning Fest. Return,Fighting,,PC,Family Soft,Family Soft,,,,,,,,,1999.0
23371,Asuka 120% Special: Burning Fest. Special,Fighting,,PS,Family Soft,Family Soft,,,,,,,,,1996.0
23372,Asuka 120% Special: Burning Fest. Special,Fighting,,PSN,Family Soft,Family Soft,,,,,,,,,2010.0
23373,Asuncia: Matsue no Jubaku,Role-Playing,,PS,Xing Entertainment,Xing Entertainment,,,,,,,,,1997.0
23374,at Enta! Taisen Hanafuda: Koi Koi Kassen,Misc,,DSiW,Tasuke,Tasuke,,,,,,,,,2010.0
23375,at Enta! Taisen Igo,Misc,,DSiW,Tasuke,Tasuke,,,,,,,,,2010.0
23376,at Enta! Taisen Mahjong 2,Misc,,DSiW,Tasuke,Tasuke,,,,,,,,,2010.0
23377,at Enta! Taisen Shogi 2,Misc,,DSiW,Tasuke,Tasuke,,,,,,,,,2010.0
23378,at Kanji Jukugo Game: Kanjukuken Kanshuu,Misc,,DSiW,Tasuke,Tasuke,,,,,,,,,2010.0
23379,at Sports! Koushien 2010,Sports,,DSiW,Tasuke,Tasuke,,,,,,,,,2010.0
23380,at Sports! Pro Yakyuu 2011,Sports,,DSiW,Tasuke,Tasuke,,,,,,,,,2011.0
23381,Atama de Do! Kotenko Kotenko,Misc,,DS,Dorart,Dorart,,,,,,,,,2007.0
23382,Atama IQ Panic,Misc,,DSiW,Unknown,Intergrow,,,,,,,,,2011.0
23383,Atama no Kaiten no Training: Rubik's Cube & Chou Yuumei Puzzle Tachi,Puzzle,,DS,Digital Works Entertainment,Digital Works Entertainment,,,,,,,,,2007.0
23384,Atama o Yokusuru Anzan DS: Zou no Hana Fuusen,Misc,,DSiW,Shingakusha,Shingakusha,,,,,,,,,2010.0
23385,Atama wo Kitaete Asobu Taisen Yajirushi Puzzle: Puppynu Vector One,Puzzle,,DS,MegaCyber,MegaCyber,,,,,,,,,2006.0
23386,Atamago,Misc,,DSiW,Unknown,Intergrow,,,,,,,,,2011.0
23387,Atari Anniversary Edition,Misc,E,DC,Atari,Digital Eclipse,5.1,,,,,,,,2001.0
23388,Atari Anniversary Edition,Misc,E,PC,Atari,Digital Eclipse,7.2,,,,,,,,2001.0
23389,Atari Anniversary Edition Redux,Misc,,PSN,Atari,Digital Eclipse,,,,,,,,,2011.0
23390,Atari Karts,Racing,E,AJ,Atari,Miracle Designs,,,,,,,,,1995.0
23391,Atari Masterpieces Vol. I,Misc,E,NGage,Atari,Backbone Entertainment,,,,,,,,,2005.0
23392,Atari Masterpieces Vol. II,Misc,E,NGage,Atari,Backbone Entertainment,,,,,,,,,2006.0
23393,Atari: 80 Classic Games in One!,Misc,E,PC,Atari,Digital Eclipse,,,,,,,,,2003.0
23394,Ataya Machi no Mitsuai,Adventure,,PC,Unknown,Appetite,,,,,,,,,2011.0
23395,Atelier,Adventure,,PC,Tadashi,Tadashi,,,,,,,,,2000.0
23396,Atelier Deco la Dol: Lolita,Simulation,,DSiW,Starfish,Starfish SD,,,,,,,,,2010.0
23397,Atelier Deco la Doll,Simulation,,DSiW,Starfish,Starfish SD,,,,,,,,,2009.0
23398,Atelier Deco la Doll: Gothic,Simulation,,DSiW,Starfish,Starfish SD,,,,,,,,,2010.0
23399,Atelier Deco la Doll: Princess,Simulation,,DSiW,Starfish,Starfish SD,,,,,,,,,2011.0
23400,Atelier Iris 3: Grand Phantasm,Misc,,PS2,NIS America,Unknown,,,,,,,,,2007.0
23401,Athena,Platform,,NES,SNK,Micronics,,,,,,,,,1987.0
23402,Athena,Platform,,PSN,SNK Playmore,SNK Playmore,,,,,,,,,2011.0
23403,Athena no Kateiban: Family Game,Misc,,PS,Athena,Athena,,,,,,,,,1996.0
23404,Athena: Awakening from the Ordinary Life,Adventure,,PS,SNK,SNK Corporation,,,,,,,,,1999.0
23405,Athens 2004,Sports,E,PC,Eidos Interactive,Eurocom Entertainment Software,,,,,,,,,2004.0
23406,Athletic World,Sports,,NES,Bandai,Bandai,,,,,,,,,1987.0
23407,Athletics: Winter Sports,Misc,,And,Tangram3D,Unknown,,,,,,,,,2014.0
23408,Atlantic Quest,Puzzle,,3DS,Maximum Games,rokapublish,,,,,,,,,2014.0
23409,Atlantica Online,Misc,,PC,NDoors Interactive,Unknown,,,,,,,,,2008.0
23410,Atlantis Adventure,Misc,,BRW,Social Quantum,Unknown,,,,,,,,,2013.0
23411,Atlantis III: The New World,Adventure,,PS2,Cryo Interactive,Cryo Interactive,,,,,,,,,2002.0
23412,Atlantis no Nazo,Platform,,NES,Unknown,SunSoft,,,,,,,,,2002.0
23413,Atlantis no Nazo,Platform,,VC,Sunsoft,SunSoft,,,,,,,,,2008.0
23414,Atlantis Underwater Tycoon,Strategy,E,PC,Activision,Activision Value,,,,,,,,,2003.0
23415,Atlantis: The Lost Continent,Puzzle,,PS,Phoenix Games,The Code Monkeys,,,,,,,,,2003.0
23416,Atlantis: The Lost Tales,Adventure,,PS,Cryo Interactive,Cryo Interactive,,,,,,,,,1998.0
23417,Atlantis: The Lost Tales,Adventure,E,PC,Interplay,Cryo Interactive,,,,,,,,,1997.0
23418,Atlantis: The Lost Tales,Adventure,,SAT,Cryo Interactive,Cryo Interactive,,,,,,,,,1997.0
23419,Atomhex,Shooter,,XBL,Microsoft,Escapist Games,,,,,,,,,2009.0
23420,Atomic Bomberman,Puzzle,E,PC,Interplay,Interplay Entertainment,,,,,,,,,1997.0
23421,Atomic City Adventures - The Case of the Black Dragon,Action,,PC,Unknown,Windstorm Studios,,,,,,,,,2011.0
23422,Atomic Punk,Puzzle,,GB,Hudson Soft,Hudson Soft,,,,,,,,,1991.0
23423,Atomic Robo-Kid,Shooter,,GEN,Treco,Micronics,,,,,,,,,1990.0
23424,Atomic Robo-Kid Special,Shooter,,PCE,UPL,UPL,,,,,,,,,1990.0
23425,Atomic Runner,Shooter,,GEN,Data East,Data East,,,,,,,,,1992.0
23426,Atomic Runner,Shooter,,VC,Paon,Data East,,,,,,,,,2007.0
23427,ATP Tour Championship Tennis,Sports,E,GEN,Sega,SIMS,,,,,,,,,1994.0
23428,Atrevete a Sonar,Misc,,And,Spicy Horse,Unknown,,,,,,,,,2012.0
23429,Atrevete a Sonar,Misc,,BRW,Spicy Horse,Unknown,,,,,,,,,2012.0
23430,atShogi Challenge Spirits,Puzzle,,DSiW,Tasuke,Tasuke,,,,,,,,,2009.0
23431,Atsumare! GuruGuru Onsen,Misc,,DC,Sega,Overworks,,,,,,,,,1999.0
23432,Atsumare! GuruGuru Onsen BB,Misc,,DC,Sega,Overworks,,,,,,,,,2000.0
23433,Attack of the Friday Monsters! A Tokyo Tale,Action-Adventure,E,3DS,Level 5,Millenium Kitchen,7.8,,,,,,,,2013.0
23434,Attack of the Killer Tomatoes,Action,,GB,THQ,THQ,,,,,,,,,1992.0
23435,Attack of the Killer Tomatoes,Action,,NES,THQ,Imagineering Inc.,,,,,,,,,1992.0
23436,Attack of the Kraken,Misc,,And,Quantum Sheep,Unknown,,,,,,,,,2010.0
