housing_median_age,total_bedrooms,households,median_income,median_house_value
25,81,85,9.1531,418800
22,943,910,4.7361,216800
17,639,662,5.4324,215500
12,351,319,4.9375,227700
29,711,709,3.3841,184400
36,372,372,3.5532,158400
34,498,461,3.3618,174600
35,588,572,4.3533,168400
25,1082,1047,4.5357,188400
9,736,679,5.7068,256700
26,536,522,3.7212,183800
35,299,263,5.2443,183400
35,357,349,4.2361,177500
32,207,197,3.1856,186900
17,3493,3293,5.4496,238900
17,872,680,3.0222,172500
44,112,109,2.6667,179200
52,418,419,3.7301,204400
41,299,288,4.6806,209400
20,1217,1259,5.7907,264200
6,518,468,6.3705,350000
26,344,321,5.2649,199800
26,339,346,6.0797,211000
28,278,269,4.8571,201100
25,418,354,3.8523,193000
22,2210,2232,5.98,245000
17,282,152,2.45,117600
15,465,196,2.2417,97900
16,543,102,3.15,140600
14,702,411,3.4609,120900
13,558,466,3,119000
16,249,181,3.2031,129200
17,474,356,2.5208,99100
18,357,277,2.3549,108900
15,891,433,3.0125,111700
34,254,187,2.05,68900
23,195,157,3.125,96400
10,337,262,2.65,116700
17,309,240,3.5,123800
25,297,288,2.5476,97900
40,246,214,3.9107,129800
13,265,228,4.2917,121300
15,234,216,3.3393,107200
16,322,287,4.3029,121900
28,765,698,2.8125,113400
27,653,600,3.5508,99100
18,492,438,3.2589,103000
13,449,305,3.2937,114200
17,1085,953,3.0465,144100
15,816,743,2.3125,128600
9,347,306,2.525,157200
18,420,381,3.175,118500
23,305,267,2.6078,116700
15,691,603,2.7399,134800
19,614,566,2.7236,109900
16,231,213,4.4531,144300
37,256,242,3.2135,123600
12,1921,1775,3.1142,112600
23,1116,1149,3.0068,107300
12,1578,1494,3.0905,117800
17,1177,1199,1.9362,89900
14,620,548,2.3155,102300
19,1785,1667,2.0094,87300
15,1860,1906,3.07,142600
12,3298,3262,1.6785,153100
22,296,297,3.6625,126600
18,309,293,3.5046,118300
7,290,265,3.9,147000
39,127,129,1.8095,78100
39,265,264,2.2833,85800
41,689,632,1.5633,84500
52,80,98,3.4191,137500
17,827,758,0.9393,88900
13,843,784,1.1019,120200
29,1053,1000,1.7284,74500
43,599,560,2.2621,85100
34,604,594,2.575,130300
28,378,374,4.3309,125200
29,1375,1365,3.0253,111400
37,372,379,3.2016,97000
11,1355,1264,3.1125,122600
8,1189,1077,3.0625,116300
8,28,29,2.125,179200
44,659,626,2.2925,85800
52,152,154,1.6797,94800
52,100,100,1.5481,2.00E+05
52,232,198,0.987,112500
52,389,342,0.9566,69000
52,263,223,1.3672,55000
52,401,377,2.0064,77900
18,1559,1524,1.6911,98800
52,420,383,1.6827,78700
21,1054,980,1.5863,81300
33,517,449,1.7426,60300
42,694,679,1.5064,66300
18,250,281,2.0288,116700
11,825,810,4.5032,159700
26,451,437,3.7007,139200
16,299,286,3.5735,89600
38,105,94,3.5375,153100
25,422,403,2.8306,87500
20,NA,600,4.712,158600
24,279,272,2.3833,95100
20,278,250,3.0625,93800
16,559,449,2.7143,95300
15,748,728,3.5189,141300
17,262,27,2.4028,67500
22,285,235,2.3036,73000
14,269,261,2.8657,119600
16,904,812,2.2419,93200
10,307,312,2.4537,117900
11,727,658,2.5374,97200
12,369,354,2.3507,97600
12,699,660,2.3079,95300
11,727,634,2.6147,107700
18,533,532,2.567,102900
20,171,168,1.625,88300
16,570,543,1.4048,86500
18,205,207,2.1838,58000
26,343,296,1.875,84000
25,313,303,2.963,89500
28,327,309,2.6823,93400
23,137,152,2.1912,115200
18,459,440,2.0458,105700
24,276,273,2.3068,97300
19,523,465,2.7863,108600
20,257,232,2.0882,104900
19,485,453,3.1061,110200
18,332,318,1.7875,103800
20,206,211,2.2,80800
23,497,455,2.3403,87300
22,556,556,1.8245,85500
31,512,427,2.5428,85000
23,366,359,1.8125,93500
31,318,303,3,96700
22,482,490,2.8182,109700
14,559,529,1.7788,85800
20,261,258,1.0625,92800
37,296,257,1.8616,70500
20,334,335,2.3711,121800
17,556,514,3.066,102600
17,655,613,2.9625,101200
8,522,512,3.13,168300
17,292,285,2.4623,126100
17,330,344,2.3798,83800
19,591,499,1.9766,92600
15,345,330,2.3958,111200
15,408,334,1.6948,87500
17,331,306,2.3895,87500
22,610,391,2.8871,94700
35,148,102,2.3684,62500
17,284,211,1.4896,83300
15,527,497,2.3917,85700
9,197,197,1.7708,79500
26,429,397,1.7308,53600
12,421,415,1.5771,65200
15,204,205,2.1467,84100
14,1000,919,2.9562,142300
25,153,155,3.9028,93800
26,325,292,3.0446,90800
17,242,230,3.2174,91800
19,636,607,2.6921,97500
35,293,295,4.5156,91200
30,161,159,2.4821,73800
24,185,186,2.9688,86400
33,757,765,2.502,62100
30,610,575,2.334,72200
39,353,310,2.0357,57600
48,198,161,0.8024,58300
50,288,260,1.1607,51700
47,245,190,1.3654,57900
46,385,347,1.6352,53100
31,469,436,1.5714,56100
25,490,479,1.9956,58000
24,372,385,1.6389,56700
29,383,337,2.1658,57600
18,416,385,1.6346,63300
24,324,323,1.8661,59800
23,325,289,1.4833,65200
15,54,40,0.8252,42500
26,827,737,1.0585,45100
38,310,275,1.3289,39400
19,329,274,1.5313,50300
29,596,617,1.8047,53800
14,315,302,2.4952,53900
41,107,90,2.2045,41800
20,468,429,2.9965,88900
33,241,231,3.2833,82600
30,238,233,2.6563,63600
21,494,468,2.0455,59400
18,523,475,1.3611,60600
26,255,239,2.6071,57100
31,283,289,1.7727,49000
15,389,374,2.3566,80400
17,735,667,2.425,96200
52,34,37,3.0208,60000
27,150,138,2.5313,61300
22,482,462,2.1776,73800
27,502,502,1.9943,86300
24,251,227,1.7552,86400
22,224,187,2.6607,84600
40,154,142,2.7891,73500
29,471,428,2.3224,56200
32,373,365,1.7885,57000
46,243,242,1.91,63900
37,495,470,2.0474,56000
34,186,165,1.8355,63000
27,435,409,2.3243,85500
30,192,185,2.5259,81300
21,284,275,2.2813,57600
22,342,323,2.1728,59400
29,327,334,2.4943,81900
39,180,166,3.3929,82100
16,781,697,2.3816,116000
10,325,291,2.5,116100
34,559,491,2.3654,94900
27,224,199,2.9063,92200
37,148,140,2.2875,79900
9,1475,930,2.6528,133000
16,715,615,3,122600
19,235,190,2.9821,90400
16,641,526,2.0472,93200
8,387,364,4.0109,125900
9,680,598,3.636,133100
7,1288,1115,3.8488,130600
21,681,546,2.1382,104000
32,543,492,2.5473,101600
17,611,564,2.0417,92600
13,847,706,2.6417,122300
13,161,125,2.4583,112500
20,307,237,2.6667,86600
21,294,267,2.5667,77400
18,663,411,2.7344,91900
17,338,226,3.024,100900
18,312,230,1.625,94700
17,358,250,2.2604,84800
10,845,609,2.8208,139900
10,722,223,3.75,121400
13,546,103,4.4063,155800
17,1056,408,2.9821,111500
13,829,383,2.6942,123500
13,856,459,2.5352,113700
10,695,124,3.3542,103800
13,662,97,3.075,108300
11,369,33,3.125,77500
48,218,199,2.7841,65800
39,323,286,2.9489,67500
23,774,747,2.2754,59200
17,1204,1142,2.7137,72000
27,295,281,3.2625,92800
52,38,45,3.017,112500
10,62,49,2.25,75000
33,174,147,3.125,108000
28,895,810,2.331,65500
44,230,175,2.875,61500
35,552,476,2.5625,62700
19,386,214,1.7463,68800
50,372,307,2.2679,69100
52,392,396,2.5556,75800
39,250,249,2.4559,75000
39,130,89,2.1845,112500
28,694,482,3.4402,192400
17,596,500,3.6694,209400
25,411,326,3.2619,183800
3,1522,1272,5.0016,189100
7,1314,1293,4.9618,156500
5,1143,1088,5.0468,168800
19,599,575,3.6411,162800
9,519,512,5.1041,172900
27,718,707,3.3558,129700
22,195,164,4.375,213500
44,225,238,1.6554,119400
36,320,300,2.8828,131100
15,441,403,3.8125,125400
33,452,465,3.2813,151400
19,358,350,4.7426,263100
17,291,267,4.8958,187100
19,405,403,2.2216,156700
5,774,763,5.7104,186300
10,612,558,4.6587,152500
13,394,350,5.1017,241400
5,2252,1722,6.9051,340900
30,287,287,3.691,154400
22,415,320,4.4583,253900
46,495,447,2.2532,109400
47,430,393,2.2361,105100
52,245,226,2.2639,128500
46,43,40,2.2361,93800
42,253,266,2.1719,99100
50,281,239,1.5988,96400
25,606,568,3.4722,127000
46,22,21,0.536,87500
19,469,422,4.4491,133900
17,814,618,3.1728,146800
34,593,566,3.6118,124700
44,581,548,2.7234,110200
37,567,523,3.5179,130800
8,375,396,5.3245,174500
13,534,510,3.9861,168100
18,445,437,4.8194,170400
22,359,340,5.1435,150800
13,605,607,5.0164,165200
47,254,247,2.6364,93500
29,452,420,2.8466,113400
37,579,540,2.905,97300
30,567,565,4.4583,131000
26,570,566,4.2647,133400
24,584,542,2.0411,1.00E+05
15,1646,1458,2.5495,103600
25,288,259,4.8359,145300
23,174,174,4.9167,152400
23,296,279,4.4853,145900
18,449,460,4.7566,142500
8,738,684,1.7161,75800
13,952,901,3.3625,126100
15,385,388,4.6029,142600
16,462,453,5.6779,164700
36,234,213,2.5893,108500
10,609,586,5.6506,178600
18,534,535,5.7321,164700
34,475,459,3.5368,122500
16,465,446,5.5,179500
4,780,716,5.4409,205100
10,619,469,4.1111,158600
36,331,259,1.2024,90200
52,59,54,1.3958,67500
52,439,476,2.7083,99400
52,250,231,2,101400
51,689,608,2.0034,87700
46,466,382,2.5737,87000
36,550,545,3.3371,94600
5,369,372,3.6154,181800
31,746,678,3.1389,117800
16,440,408,4.1947,140300
9,1284,1202,2.7374,150000
30,743,722,4.2227,134400
22,117,129,5.3098,151900
4,927,849,3.5857,165200
16,464,453,5.25,161700
4,597,461,4.1016,170500
16,515,507,5.5676,174200
17,442,415,4.8542,144100
15,312,311,4.9783,163900
28,751,641,3.0042,103900
12,360,341,2.1417,122200
16,454,481,4.6628,136000
8,479,484,5.102,156500
32,188,212,4.0972,99200
34,766,722,3.5129,110600
14,363,322,4.1094,162200
14,368,375,6.0497,177500
7,248,262,6.1237,166000
9,389,365,5.3363,160800
13,286,308,5.1337,154800
5,NA,1012,4.0767,143100
27,478,420,1.4871,87100
35,542,505,3.016,95300
9,833,810,2.1013,100700
29,1170,1131,2.7907,113900
16,464,434,3.5436,100200
16,355,338,4.2067,125000
15,558,527,3.4817,129800
38,554,498,2.5833,83500
17,685,649,3.7043,139800
31,518,503,3.3661,98500
44,247,237,4.8693,156900
4,408,431,6.0424,165900
44,432,385,2.0523,133900
42,34,30,2.5795,225000
52,508,451,2.9583,166000
48,494,474,1.8523,144800
50,341,316,4.5,178300
51,309,298,2.1974,139300
33,652,640,2.5481,150800
40,290,277,5.1265,196100
39,306,231,3.1711,116100
41,272,283,3.3831,129400
20,1404,1334,4.2042,166400
50,263,239,3.9519,126500
50,355,363,3.609,135700
42,367,381,4.1189,172400
37,339,345,3.8824,113700
28,824,776,3.6523,159700
37,202,184,3.625,156300
6,1882,1789,5.2015,204200
9,583,543,5.76,212600
19,739,732,5.0509,199900
19,506,493,5.4496,205400
16,710,676,5.1297,206700
10,514,507,4.3875,287700
9,439,467,6.6579,245200
5,779,727,6.9961,294100
11,679,660,6.135,297300
14,871,872,5.6875,211000
33,277,261,4.675,225400
18,655,646,5.6931,269600
20,650,611,4.3571,228200
25,206,235,6.3699,235500
28,574,597,4.5401,166900
12,1639,1468,4.0154,186100
20,353,341,3.7262,211800
34,290,289,5.0172,197100
37,313,304,4.2917,189600
21,1534,1502,6.0859,266000
36,386,370,4.7386,186400
39,388,385,4.5893,190000
24,548,536,5.0672,243000
33,157,148,4.8702,235600
37,199,194,5.0445,196200
10,1691,1507,3.9816,182000
34,277,269,4.175,169400
22,1194,1185,2.5459,179300
19,972,893,2.5268,235700
36,488,476,3.5057,205100
30,276,221,2.892,220800
35,689,662,5.0761,233200
44,357,366,4.725,232100
43,234,258,4.475,265700
32,209,209,6.0265,247900
29,1022,1022,6.1922,273200
16,733,709,3.2484,91100
32,279,267,3.2,134500
36,495,441,4.125,136200
16,10,19,6.1359,250000
16,469,474,2.8043,87500
17,316,269,1.8229,137500
36,472,393,3.7333,136400
16,217,232,2.3462,75000
16,477,482,1.3894,156300
10,316,286,2.3152,140600
25,581,593,5.7295,178300
27,562,588,4.5707,175900
38,541,480,3.8897,139900
45,567,535,3.6042,138200
28,533,472,4.6375,178200
35,537,566,4.9022,169300
37,416,397,4.45,161900
37,327,350,4.59,166600
44,252,217,3.4531,148900
25,336,297,3.5179,165500
29,373,370,4.317,194000
32,169,173,5.1118,226900
27,428,431,5.1021,202800
32,527,512,3.6449,211500
40,401,369,2.8456,165500
37,343,331,3.4187,161700
28,641,659,5.4607,192300
31,337,341,5.0915,193200
23,411,399,4.4536,184000
28,428,443,6.2135,217200
35,201,172,4.9219,182000
36,77,88,4.525,161300
34,267,252,4.0507,161000
28,401,351,3.7841,144900
18,393,374,6.1436,259500
27,289,296,6.1168,210500
24,183,205,5.0092,244100
28,290,313,4.7891,184800
28,273,270,5.2145,229200
7,740,676,3.6133,196100
22,NA,540,3.65,204100
26,264,273,5.7512,240200
26,390,409,5.9617,231100
26,428,430,5.2442,213200
22,509,474,5.1333,207200
30,589,543,4.6071,184100
32,666,678,3.7,179000
28,713,647,4.5833,190700
13,765,715,3.0859,167800
8,709,662,5.431,246700
12,1122,1014,3.1573,126700
16,479,461,7.6166,260400
17,423,426,5.5872,200600
14,854,820,6.7371,267400
16,406,397,6.7821,265900
34,498,478,5.3794,206200
36,436,416,4,171000
45,338,336,3.25,151100
26,626,573,2.9861,160900
20,931,903,2.9915,166700
16,723,693,2.9097,106300
21,1839,1735,2.5841,112500
39,245,261,3.1968,151000
20,346,298,2.2411,151800
35,384,401,3.8456,159800
28,252,252,3.6964,165700
27,729,623,1.837,175000
27,791,694,3.1838,182000
20,107,123,5.4482,190800
8,539,513,6.0901,298200
25,368,366,6.6727,305100
20,691,627,2.1083,162500
14,793,716,3.1719,220500
25,260,272,2.4519,208300
32,313,317,4.9485,202300
22,510,508,5.6642,237000
23,661,623,4.2569,213100
23,NA,499,6.7061,322300
19,612,594,4.125,267100
26,224,220,6.0704,268000
18,298,292,6.3809,273600
9,256,239,6.8145,339200
25,335,334,7.5898,330200
33,334,328,3.1406,163100
24,873,888,5.6292,231400
22,354,365,4.6602,227800
29,138,133,4.7188,197100
22,1213,1091,2.85,144600
21,776,737,5.5777,279300
21,624,615,6.0918,344800
5,1153,881,4.0473,266500
15,1603,1546,4.45,184900
14,2558,2412,4.7094,234700
26,640,636,7.4713,351200
23,408,393,6.5847,358800
21,1269,1219,7.6877,367700
29,871,890,5.0362,275300
15,1422,1288,4.1612,232800
25,1685,1554,2.6998,216100
21,1590,1458,3.1002,114300
45,244,238,5.0255,226000
25,1521,1433,3.7433,252100
26,739,684,4.4312,225000
28,469,435,4.4561,250000
26,265,274,6.195,264900
28,295,295,5.0391,259800
33,277,254,3.6833,292500
32,170,173,5.0499,306800
18,1455,1380,7.0895,306900
28,746,670,4.3864,266800
39,501,489,6.2924,283900
29,770,744,5.1097,288000
38,343,340,5.5636,268800
38,124,123,5.6558,263300
34,703,714,6.5378,340900
30,329,322,6.7192,397500
24,1020,873,2.9526,271000
32,484,473,4.6528,335700
37,269,283,4.2625,310600
33,322,346,7.5349,349100
32,862,851,4.8088,321200
20,1044,963,5.6986,275800
29,858,778,7.5,356200
32,550,557,4.6424,312700
29,477,452,6.112,390600
27,780,761,9.5862,469400
22,291,290,6.2726,258200
22,1068,994,6.1265,260300
23,347,351,6.2048,275000
8,231,224,3.375,350000
19,170,167,6.3325,250000
19,837,813,6.2631,266000
17,370,377,6.2781,269800
24,327,295,2.4821,157200
16,419,402,6.8806,343500
16,735,761,6.6204,296100
17,824,773,6.6131,312500
17,422,425,7.6473,345800
16,330,343,8.155,343700
18,387,372,5.5921,359100
12,778,765,8.3188,403400
17,418,381,7.9168,356000
8,1657,1555,7.8287,369200
16,484,501,6.7857,341300
4,2826,2579,6.3942,356700
8,463,432,9.7037,425100
4,1439,1307,4.6932,356100
5,269,258,10.3345,461400
8,51,43,12.5915,432400
2,35,49,3.1591,434700
2,20,9,15.0001,350000
8,581,567,6.7027,381900
13,1007,947,7.2216,324600
8,389,417,7.9393,399300
34,265,263,7.7072,443800
30,549,544,6.5617,386600
20,458,432,4.6042,256400
22,271,269,3.375,2.00E+05
24,738,710,9.8708,500001
14,1364,1286,5.1755,294800
17,83,75,4.9018,188500
11,907,896,7.6518,359300
21,447,467,8.2673,358700
16,438,421,7.3732,287300
14,369,377,8.4352,441400
25,393,376,7.2655,494000
18,1074,993,10.7372,500001
4,126,122,13.4883,500001
29,977,943,7.5139,398200
16,946,908,9.5271,500001
10,379,392,12.2478,500001
16,380,396,8.0839,372000
18,1248,1167,8.003,351300
5,898,907,9.0776,450400
20,1424,1374,8.039,382200
22,626,590,10.4549,500001
38,144,136,6.5095,294400
32,746,732,10.3224,500001
34,755,723,8.3678,455300
35,139,132,6.8686,406500
21,653,601,5.2079,310300
32,516,492,4.3235,279500
37,614,606,6.4666,348200
35,362,363,8.0448,433300
30,733,684,4.125,257100
27,214,169,2.7411,350000
18,220,229,10.3713,426100
34,1096,1124,6.2275,394400
11,318,264,3.5536,387200
24,462,294,2.3971,99400
26,NA,626,2.933,85000
24,1359,1286,2.9167,102700
17,1556,1449,3.6437,186500
23,205,191,3.12,155000
16,1014,986,4.4551,252400
17,224,208,3.5893,206300
26,564,531,2.4896,73400
35,528,517,7.2315,367100
27,760,770,7.6202,402600
33,500,457,6.5814,314200
18,686,657,8.0074,454100
17,159,141,11.7064,500001
26,513,498,7.6717,416500
26,317,313,6.6657,364500
19,741,712,7.203,369900
4,237,252,11.3421,500001
20,1182,1141,4.5744,314000
27,1276,1269,7.3267,389900
24,343,373,5.6349,355600
16,705,650,7.52,370200
36,493,483,8.1586,404300
36,119,121,4.9,354200
33,636,617,8.9571,399700
32,241,258,8.7589,434500
32,508,506,7.6917,401800
33,502,480,7.6107,423200
38,177,183,6.917,438000
20,13,15,2.4444,475000
37,560,517,7.3195,367500
36,160,155,7.7736,378100
31,876,843,10.9405,500001
36,287,280,10.3416,500001
36,610,572,9.0064,500001
18,735,734,8.1489,499000
8,1089,1016,5.2699,204200
8,236,202,6.4753,166800
4,2546,2359,5.5601,213700
17,244,235,2.875,162500
11,373,335,10.5815,500001
4,1355,1257,13.2949,500001
7,416,395,13.1499,500001
12,659,621,8.3209,485400
2,707,698,2.9591,210100
26,505,501,5.1582,194700
25,791,709,4.1483,181200
21,411,431,6.8642,285400
4,464,494,6.6134,307000
18,337,337,8.3956,353600
16,345,334,8.1163,365800
14,224,226,9.0243,427700
13,292,264,7.3445,366700
14,884,839,5.2798,237400
18,355,346,7.1978,288000
13,198,217,8.7059,329400
26,174,180,6.2296,291700
16,427,428,7.5695,320400
16,391,377,6.299,286900
16,262,245,6.6049,312600
27,216,219,5.9346,253600
16,267,266,5.7001,205100
15,532,520,5.6293,197600
15,327,324,6.0224,198500
9,962,911,6.7741,310700
52,266,257,3.125,171100
52,358,297,2.5517,147100
52,559,487,3.6154,155700
31,500,487,5.6022,197000
25,361,353,4.4474,203700
47,405,372,2.3103,134500
41,282,288,3.9345,150200
41,539,480,2.694,123000
30,297,307,1.6767,147700
4,1611,1396,5.0969,174200
26,413,417,3.4471,178900
16,1081,1016,4.025,173200
32,393,369,4.3173,175400
34,317,341,4.4394,162000
26,641,633,4.621,191100
18,874,772,3.2759,195000
28,622,571,4.375,193300
28,329,349,5.1178,198000
16,737,725,5.8899,243200
23,479,474,6.0289,218600
5,786,716,5.0473,184800
11,565,555,5.7862,269400
16,315,307,6.0102,235600
16,411,400,6.5006,237700
14,391,398,4.2269,170500
6,104,91,5.2375,246400
15,166,178,5.8418,240300
12,242,233,6.1576,248700
5,908,872,6.2073,272900
27,347,350,5.1046,209800
35,243,264,5.5,201000
10,2275,2338,6.0666,272400
30,772,718,3.6393,184000
34,528,452,3.5353,164700
20,632,580,4.4911,227400
35,377,340,3.375,149700
20,1426,1362,4.4387,190000
37,353,359,4.45,196600
38,349,335,3.8343,191400
38,403,384,4.3958,194200
36,245,239,4.35,185000
25,1137,1081,4.2348,157800
25,806,792,3.6518,164300
29,464,490,3.9722,161000
26,492,496,4.6944,171100
35,711,679,2.9781,109000
29,534,516,4.3333,170800
24,968,893,4.2852,173500
32,397,418,4.0437,162800
42,326,377,2.6167,85100
3,544,515,6.0115,175000
4,1079,887,3.911,112500
33,6,11,4.125,212500
39,57,52,0.716,104200
31,276,232,1.5347,80400
40,102,81,1.8333,69800
35,45,34,1.6023,81300
32,363,268,0.9797,76400
37,402,350,0.7403,68600
36,15,25,1.4583,67500
33,410,427,3.9773,131300
34,726,686,3.7562,132900
19,109,81,6.0426,110000
32,504,423,2.0353,113600
43,482,471,2.5863,112200
31,685,641,3.2188,113800
33,292,300,4.6937,134100
33,190,209,4.5,156600
19,1335,1165,3.3125,158800
32,348,364,4.4135,150100
45,376,398,3.5463,130800
19,580,551,2.3382,120700
46,236,251,3.9118,129400
36,531,524,2.5164,114200
29,524,443,1.875,97200
35,346,295,2.0724,97700
31,595,548,2.6328,110300
34,335,319,2.5461,93900
30,317,280,1.8664,107800
25,403,412,3.375,133700
34,357,294,4.0417,182800
35,354,331,2.5769,146100
